count,from,to,timeframe,start,end
269,leofresco2,javi75k,117,2020-06-17 10:40:15,2020-06-17 11:25:21
270,alexariaspe,noticiascaracol,118,2020-06-17 10:40:36,2020-06-17 11:25:21
271,enchantedfrst,saimtkngl,119,2020-06-17 10:41:03,2020-06-17 11:25:21
272,enchantedfrst,t24comtr,119,2020-06-17 10:41:03,2020-06-17 11:25:21
273,enchantedfrst,t24comtr,120,2020-06-17 10:41:05,2020-06-17 11:25:21
274,pjmosquera,lulo15934428,121,2020-06-17 10:41:08,2020-06-17 11:25:21
275,pjmosquera,darcyquinnr,121,2020-06-17 10:41:08,2020-06-17 11:25:21
276,uruguay_jade,pabloalboran,122,2020-06-17 10:41:33,2020-06-17 11:25:21
277,enchantedfrst,murat92884673,123,2020-06-17 10:41:38,2020-06-17 11:25:21
278,enchantedfrst,kayabasisevgi,123,2020-06-17 10:41:38,2020-06-17 11:25:21
279,enchantedfrst,t24comtr,123,2020-06-17 10:41:38,2020-06-17 11:25:21
280,enchantedfrst,turanbasarir_,123,2020-06-17 10:41:38,2020-06-17 11:25:21
281,enchantedfrst,cbyildiz,123,2020-06-17 10:41:38,2020-06-17 11:25:21
282,enchantedfrst,emreyalman_,123,2020-06-17 10:41:38,2020-06-17 11:25:21
283,enchantedfrst,saimtkngl,123,2020-06-17 10:41:38,2020-06-17 11:25:21
284,enchantedfrst,yozlems,123,2020-06-17 10:41:38,2020-06-17 11:25:21
285,nordbergvalerie,fordnation,124,2020-06-17 10:41:42,2020-06-17 11:25:21
286,taironvillamat1,noticiascaracol,125,2020-06-17 10:41:48,2020-06-17 11:25:21
287,macarefe,regrann,126,2020-06-17 10:41:50,2020-06-17 11:25:21
288,macarefe,pabloalboran,126,2020-06-17 10:41:50,2020-06-17 11:25:21
289,macarefe,uruguay_jade,126,2020-06-17 10:41:50,2020-06-17 11:25:21
290,mhussein_fcb,hiiroubrain,127,2020-06-17 10:42:20,2020-06-17 11:25:21
291,mhussein_fcb,invertedfwd,127,2020-06-17 10:42:20,2020-06-17 11:25:21
292,javi75k,juanpedro1950,128,2020-06-17 10:42:43,2020-06-17 11:25:21
293,javi75k,leofresco2,128,2020-06-17 10:42:43,2020-06-17 11:25:21
294,alebarbo73,fnr_uruguay,129,2020-06-17 10:43:10,2020-06-17 11:25:21
295,jam250363,telesurtv,130,2020-06-17 10:43:34,2020-06-17 11:25:21
296,juanfe_07,hectorje1969,130,2020-06-17 10:43:34,2020-06-17 11:25:21
297,jam250363,presentes_docu,130,2020-06-17 10:43:34,2020-06-17 11:25:21
298,jam250363,vtvcanal8,130,2020-06-17 10:43:34,2020-06-17 11:25:21
299,juanfe_07,sofemna,130,2020-06-17 10:43:34,2020-06-17 11:25:21
300,jam250363,juventudpsuv,130,2020-06-17 10:43:34,2020-06-17 11:25:21
301,jam250363,redeuropave,130,2020-06-17 10:43:34,2020-06-17 11:25:21
302,jaimenievesdiz,cocoramazzi,131,2020-06-17 10:43:38,2020-06-17 11:25:21
303,jaimenievesdiz,cossecarolina,131,2020-06-17 10:43:38,2020-06-17 11:25:21
304,jaimenievesdiz,camimcetrangolo,131,2020-06-17 10:43:38,2020-06-17 11:25:21
305,jaimenievesdiz,tinchonegriazul,131,2020-06-17 10:43:38,2020-06-17 11:25:21
306,jaimenievesdiz,gonzaloremisero,131,2020-06-17 10:43:38,2020-06-17 11:25:21
307,jaimenievesdiz,crisricheri,131,2020-06-17 10:43:38,2020-06-17 11:25:21
308,jaimenievesdiz,alvillar,131,2020-06-17 10:43:38,2020-06-17 11:25:21
309,jaimenievesdiz,frente_amplio,131,2020-06-17 10:43:38,2020-06-17 11:25:21
310,jaimenievesdiz,jfaenie,131,2020-06-17 10:43:38,2020-06-17 11:25:21
311,jaimenievesdiz,dmartinez_uy,131,2020-06-17 10:43:38,2020-06-17 11:25:21
312,jaimenievesdiz,mfrenteamplista,131,2020-06-17 10:43:38,2020-06-17 11:25:21
313,jaimenievesdiz,marciotomorrow,131,2020-06-17 10:43:38,2020-06-17 11:25:21
314,alexanderojasa,noticiascaracol,131,2020-06-17 10:43:38,2020-06-17 11:25:21
315,jaimenievesdiz,lucaveloz,131,2020-06-17 10:43:38,2020-06-17 11:25:21
316,icp_uc,nandorosenblatt,132,2020-06-17 10:43:56,2020-06-17 11:25:21
317,damian_osta,projectpoder,132,2020-06-17 10:43:56,2020-06-17 11:25:21
318,damian_osta,ladiaria,132,2020-06-17 10:43:56,2020-06-17 11:25:21
319,damian_osta,datauy,132,2020-06-17 10:43:56,2020-06-17 11:25:21
320,icp_uc,apsatweets,132,2020-06-17 10:43:56,2020-06-17 11:25:21
321,icp_uc,rafaelpineiror,132,2020-06-17 10:43:56,2020-06-17 11:25:21
322,simoffbeatriz,alfieisaac,133,2020-06-17 10:43:58,2020-06-17 11:25:21
323,simoffbeatriz,mtopuy,133,2020-06-17 10:43:58,2020-06-17 11:25:21
324,simoffbeatriz,luislacallepou,133,2020-06-17 10:43:58,2020-06-17 11:25:21
325,simoffbeatriz,mec_uruguay,133,2020-06-17 10:43:58,2020-06-17 11:25:21
326,carefrance,pso_actionaid,134,2020-06-17 10:43:59,2020-06-17 11:25:21
327,carefrance,lacgtcommunique,134,2020-06-17 10:43:59,2020-06-17 11:25:21
328,carefrance,oit,134,2020-06-17 10:43:59,2020-06-17 11:25:21
329,f_n_g_guerrero,martinvizcarrac,135,2020-06-17 10:44:19,2020-06-17 11:25:21
330,carolcardosouru,pabloalboran,136,2020-06-17 10:44:34,2020-06-17 11:25:21
331,carolcardosouru,uruguay_jade,136,2020-06-17 10:44:34,2020-06-17 11:25:21
332,carolcardosouru,regrann,136,2020-06-17 10:44:34,2020-06-17 11:25:21
333,maxcroser,audeasomnia,137,2020-06-17 10:44:41,2020-06-17 11:25:21
334,maxcroser,danielgavrilov,137,2020-06-17 10:44:41,2020-06-17 11:25:21
335,nanauchissss,elpanadoski,138,2020-06-17 10:44:51,2020-06-17 11:25:21
336,ebrukocakg,t24comtr,139,2020-06-17 10:45:02,2020-06-17 11:25:21
337,pabloflamm,directvchile,140,2020-06-17 10:45:15,2020-06-17 11:25:21
338,hola0506,acnewsitics,141,2020-06-17 10:45:16,2020-06-17 11:25:21
339,hola0506,average__jose,141,2020-06-17 10:45:16,2020-06-17 11:25:21
340,hola0506,deplorablegrits,141,2020-06-17 10:45:16,2020-06-17 11:25:21
341,oscarprieto91,noticiascaracol,142,2020-06-17 10:45:31,2020-06-17 11:25:21
342,leofresco2,juanpedro1950,143,2020-06-17 10:45:34,2020-06-17 11:25:21
343,leofresco2,javi75k,143,2020-06-17 10:45:34,2020-06-17 11:25:21
344,charlottepapers,diegoscott,144,2020-06-17 10:45:40,2020-06-17 11:25:21
345,charlottepapers,charlottepapers,144,2020-06-17 10:45:40,2020-06-17 11:25:21
346,charlottepapers,fernandeznelson,144,2020-06-17 10:45:40,2020-06-17 11:25:21
347,allanperezusa,cyrus_kuba,145,2020-06-17 10:45:47,2020-06-17 11:25:21
348,sebaibarra1983,leagrille,146,2020-06-17 10:45:57,2020-06-17 11:25:21
349,sebaibarra1983,meriparrado,146,2020-06-17 10:45:57,2020-06-17 11:25:21
350,sebaibarra1983,carasycaretasuy,146,2020-06-17 10:45:57,2020-06-17 11:25:21
351,sebaibarra1983,germanavilan,146,2020-06-17 10:45:57,2020-06-17 11:25:21
352,sebaibarra1983,verocab,146,2020-06-17 10:45:57,2020-06-17 11:25:21
353,sebaibarra1983,ricardopose1,146,2020-06-17 10:45:57,2020-06-17 11:25:21
354,jose_bazan,ch_vizcarra,147,2020-06-17 10:46:01,2020-06-17 11:25:21
355,jose_bazan,elpeysa,147,2020-06-17 10:46:01,2020-06-17 11:25:21
356,jose_bazan,elpipadelapau,147,2020-06-17 10:46:01,2020-06-17 11:25:21
357,jose_bazan,sebas9les,147,2020-06-17 10:46:01,2020-06-17 11:25:21
358,hgcp_uc,apsatweets,148,2020-06-17 10:46:19,2020-06-17 11:25:21
359,hgcp_uc,rafaelpineiror,148,2020-06-17 10:46:19,2020-06-17 11:25:21
360,hgcp_uc,nandorosenblatt,148,2020-06-17 10:46:19,2020-06-17 11:25:21
361,stgo_tm,dariocharaf,149,2020-06-17 10:46:22,2020-06-17 11:25:21
362,malena030811,themistocla,150,2020-06-17 10:46:24,2020-06-17 11:25:21
363,lasheras19,rialjorge,151,2020-06-17 10:46:41,2020-06-17 11:25:21
364,juanceretta,mrree_uruguay,152,2020-06-17 10:47:11,2020-06-17 11:25:21
365,juanceretta,defcea,152,2020-06-17 10:47:11,2020-06-17 11:25:21
366,juanceretta,faouruguay,152,2020-06-17 10:47:11,2020-06-17 11:25:21
367,juanceretta,opsomsuruguay,152,2020-06-17 10:47:11,2020-06-17 11:25:21
368,juanceretta,mef_uruguay,152,2020-06-17 10:47:11,2020-06-17 11:25:21
369,juanceretta,unicefuruguay,152,2020-06-17 10:47:11,2020-06-17 11:25:21
370,juanceretta,onu_es,152,2020-06-17 10:47:11,2020-06-17 11:25:21
371,lucasmartinsil,projectpoder,153,2020-06-17 10:47:17,2020-06-17 11:25:21
372,lucasmartinsil,ladiaria,153,2020-06-17 10:47:17,2020-06-17 11:25:21
373,lucasmartinsil,datauy,153,2020-06-17 10:47:17,2020-06-17 11:25:21
374,smmmaris,charlottepapers,154,2020-06-17 10:47:32,2020-06-17 11:25:21
375,smmmaris,fernandeznelson,154,2020-06-17 10:47:32,2020-06-17 11:25:21
376,smmmaris,diegoscott,154,2020-06-17 10:47:32,2020-06-17 11:25:21
377,cesczurita,diegoforlan7,155,2020-06-17 10:47:40,2020-06-17 11:25:21
378,cesczurita,uruguay,155,2020-06-17 10:47:40,2020-06-17 11:25:21
379,cabrerofr,tierrapuraorg,156,2020-06-17 10:47:46,2020-06-17 11:25:21
380,simonajaz,gimenafuertes,157,2020-06-17 10:47:56,2020-06-17 11:25:21
381,julioda67,comomemuevouy,158,2020-06-17 10:48:05,2020-06-17 11:25:21
382,cerodivergencia,janarhertz,159,2020-06-17 10:48:11,2020-06-17 11:25:21
383,trabzonumoleyy,t24comtr,160,2020-06-17 10:48:30,2020-06-17 11:25:21
384,mvotma_uruguay,irenemoreirauy,161,2020-06-17 10:48:31,2020-06-17 11:25:21
385,eltrompa2785,delicatessenuy,162,2020-06-17 10:48:32,2020-06-17 11:25:21
386,posadasvecino,gustavoharreguy,163,2020-06-17 10:48:43,2020-06-17 11:25:21
387,posadasvecino,informacarve850,163,2020-06-17 10:48:43,2020-06-17 11:25:21
388,mflecha6,inborda,164,2020-06-17 10:48:44,2020-06-17 11:25:21
389,mflecha6,luisbareiro,164,2020-06-17 10:48:44,2020-06-17 11:25:21
390,foxsportsarg,sebasagus,165,2020-06-17 10:48:52,2020-06-17 11:25:21
391,foxsportsarg,laurentlazard1,165,2020-06-17 10:48:52,2020-06-17 11:25:21
392,milongaextrema,elchayi,166,2020-06-17 10:48:53,2020-06-17 11:25:21
393,jul84033053,mxo15,167,2020-06-17 10:49:15,2020-06-17 11:25:21
394,jul84033053,cyberlibertario,167,2020-06-17 10:49:15,2020-06-17 11:25:21
395,jul84033053,porquetendencia,167,2020-06-17 10:49:15,2020-06-17 11:25:21
396,jul84033053,wolfen123,167,2020-06-17 10:49:15,2020-06-17 11:25:21
397,jul84033053,adornista_,167,2020-06-17 10:49:15,2020-06-17 11:25:21
398,fabrici22015119,youtube,168,2020-06-17 10:49:28,2020-06-17 11:25:21
399,audeasomnia,audeasomnia,169,2020-06-17 10:49:30,2020-06-17 11:25:21
400,audeasomnia,danielgavrilov,169,2020-06-17 10:49:30,2020-06-17 11:25:21
401,jorge788777,jtrostchansky,170,2020-06-17 10:49:32,2020-06-17 11:25:21
402,jorge788777,leagrille,170,2020-06-17 10:49:32,2020-06-17 11:25:21
403,jorge788777,sciutodr,170,2020-06-17 10:49:32,2020-06-17 11:25:21
404,igualitalu,alvarouribevel,171,2020-06-17 10:49:43,2020-06-17 11:25:21
405,emiliano_el5_,flacaconrollos,172,2020-06-17 10:49:47,2020-06-17 11:25:21
406,igualitalu,alvarouribevel,173,2020-06-17 10:49:51,2020-06-17 11:25:21
407,salvatorecaro,jpleaguefr,174,2020-06-17 10:49:54,2020-06-17 11:25:21
408,salvatorecaro,proleaguebe,174,2020-06-17 10:49:54,2020-06-17 11:25:21
409,salvatorecaro,standard_rscl,174,2020-06-17 10:49:54,2020-06-17 11:25:21
410,daniel13101636,portalmvd,175,2020-06-17 10:50:00,2020-06-17 11:25:21
411,marina382,el_pais,176,2020-06-17 10:50:04,2020-06-17 11:25:21
412,vctorro15827816,darwinyoparami,177,2020-06-17 10:50:19,2020-06-17 11:25:21
413,vctorro15827816,notoquennada,177,2020-06-17 10:50:19,2020-06-17 11:25:21
414,ajaurena,uyecos,178,2020-06-17 10:50:27,2020-06-17 11:25:21
415,ajaurena,octumaldonado,178,2020-06-17 10:50:27,2020-06-17 11:25:21
416,fermartinezlar,liganacional,179,2020-06-17 10:50:29,2020-06-17 11:25:21
417,fermartinezlar,lub_uy,179,2020-06-17 10:50:29,2020-06-17 11:25:21
418,marcee_rod,onventura,180,2020-06-17 10:50:40,2020-06-17 11:25:21
419,offkadir,uk8ekiz,181,2020-06-17 10:51:00,2020-06-17 11:25:21
420,gordogaristo,elpipadelapau,182,2020-06-17 10:51:28,2020-06-17 11:25:21
421,gordogaristo,sebas9les,182,2020-06-17 10:51:28,2020-06-17 11:25:21
422,gordogaristo,ch_vizcarra,182,2020-06-17 10:51:28,2020-06-17 11:25:21
423,gordogaristo,elpeysa,182,2020-06-17 10:51:28,2020-06-17 11:25:21
424,elchayi,elchayi,183,2020-06-17 10:51:40,2020-06-17 11:25:21
425,ceciliatapia,mrree_uruguay,184,2020-06-17 10:51:59,2020-06-17 11:25:21
426,ceciliatapia,pepiscine,184,2020-06-17 10:51:59,2020-06-17 11:25:21
427,ceciliatapia,carolinaache,184,2020-06-17 10:51:59,2020-06-17 11:25:21
428,ceciliatapia,lupitarosa2012,184,2020-06-17 10:51:59,2020-06-17 11:25:21
429,edithchiche,drdanielgollan,185,2020-06-17 10:52:02,2020-06-17 11:25:21
430,elmonetta,hastaelhuesito,186,2020-06-17 10:52:06,2020-06-17 11:25:21
431,elmonetta,tinchonegriazul,186,2020-06-17 10:52:06,2020-06-17 11:25:21
432,elmonetta,hinchas_uruguay,186,2020-06-17 10:52:06,2020-06-17 11:25:21
433,motareales,liganacional,187,2020-06-17 10:52:12,2020-06-17 11:25:21
434,motareales,lub_uy,187,2020-06-17 10:52:12,2020-06-17 11:25:21
435,maria78817886,assecomunica,188,2020-06-17 10:52:24,2020-06-17 11:25:21
436,maria78817886,tartagliaestefa,188,2020-06-17 10:52:24,2020-06-17 11:25:21
437,maria78817886,leocipriani20,188,2020-06-17 10:52:24,2020-06-17 11:25:21
438,nidia19861,martinvizcarrac,189,2020-06-17 10:52:28,2020-06-17 11:25:21
439,javi75k,leofresco2,190,2020-06-17 10:52:47,2020-06-17 11:25:21
440,javi75k,juanpedro1950,190,2020-06-17 10:52:47,2020-06-17 11:25:21
441,juanpueblo2020,929roger,191,2020-06-17 10:52:53,2020-06-17 11:25:21
442,juanpueblo2020,carolinaache,191,2020-06-17 10:52:53,2020-06-17 11:25:21
443,juanpueblo2020,mrree_uruguay,191,2020-06-17 10:52:53,2020-06-17 11:25:21
444,juanpueblo2020,libertariosuru1,191,2020-06-17 10:52:53,2020-06-17 11:25:21
445,baloncestoesp,fernandoromay1,192,2020-06-17 10:53:00,2020-06-17 11:25:21
446,baloncestoesp,caixabank,192,2020-06-17 10:53:00,2020-06-17 11:25:21
447,elguapo282,fefeuom,193,2020-06-17 10:53:35,2020-06-17 11:25:21
448,elguapo282,fanch_mrl,193,2020-06-17 10:53:35,2020-06-17 11:25:21
449,elguapo282,vnavrants,193,2020-06-17 10:53:35,2020-06-17 11:25:21
450,uniamericas,marcio_monzane,194,2020-06-17 10:53:38,2020-06-17 11:25:21
451,uniamericas,uniglobalunion,194,2020-06-17 10:53:38,2020-06-17 11:25:21
452,uniamericas,kathyg0429,194,2020-06-17 10:53:38,2020-06-17 11:25:21
453,uniamericas,uni_women,194,2020-06-17 10:53:38,2020-06-17 11:25:21
454,anamariapiro2,cesararvelo4,195,2020-06-17 10:53:50,2020-06-17 11:25:21
455,anamariapiro2,aguanteboca23,195,2020-06-17 10:53:50,2020-06-17 11:25:21
456,anamariapiro2,arieljob,195,2020-06-17 10:53:50,2020-06-17 11:25:21
457,anamariapiro2,anamariapiro2,195,2020-06-17 10:53:50,2020-06-17 11:25:21
458,alberth_riveros,cachimendez87,196,2020-06-17 10:53:52,2020-06-17 11:25:21
459,salvajulio,ahatum,197,2020-06-17 10:54:00,2020-06-17 11:25:21
460,maga1148,cyrus_kuba,198,2020-06-17 10:54:06,2020-06-17 11:25:21
461,sebasagus,laurentlazard1,199,2020-06-17 10:54:08,2020-06-17 11:25:21
462,sebasagus,sebasagus,199,2020-06-17 10:54:08,2020-06-17 11:25:21
463,menendez012002,jtrostchansky,200,2020-06-17 10:54:11,2020-06-17 11:25:21
464,menendez012002,sciutodr,200,2020-06-17 10:54:11,2020-06-17 11:25:21
465,menendez012002,leagrille,200,2020-06-17 10:54:11,2020-06-17 11:25:21
466,cyrus_kuba,cyrus_kuba,201,2020-06-17 10:54:17,2020-06-17 11:25:21
467,radungaur,bandainamcofr,202,2020-06-17 10:54:20,2020-06-17 11:25:21
468,radungaur,tboulog,202,2020-06-17 10:54:20,2020-06-17 11:25:21
469,maryesthercurb1,tinchonegriazul,203,2020-06-17 10:54:25,2020-06-17 11:25:21
470,boleadorcharrua,estacion_bcp,204,2020-06-17 10:54:27,2020-06-17 11:25:21
471,boleadorcharrua,metsul,204,2020-06-17 10:54:27,2020-06-17 11:25:21
472,boleadorcharrua,uruguay_natural,204,2020-06-17 10:54:27,2020-06-17 11:25:21
473,boleadorcharrua,meteorologiauy,204,2020-06-17 10:54:27,2020-06-17 11:25:21
474,boleadorcharrua,wmo,204,2020-06-17 10:54:27,2020-06-17 11:25:21
475,boleadorcharrua,destinopiria,204,2020-06-17 10:54:27,2020-06-17 11:25:21
476,boleadorcharrua,meteofedex,204,2020-06-17 10:54:27,2020-06-17 11:25:21
477,boleadorcharrua,uruguaypostales,204,2020-06-17 10:54:27,2020-06-17 11:25:21
478,boleadorcharrua,metfloridauy,204,2020-06-17 10:54:27,2020-06-17 11:25:21
479,boleadorcharrua,boleadorcharrua,204,2020-06-17 10:54:27,2020-06-17 11:25:21
480,boleadorcharrua,puntadelestes,204,2020-06-17 10:54:27,2020-06-17 11:25:21
481,boleadorcharrua,meteonacho,204,2020-06-17 10:54:27,2020-06-17 11:25:21
482,cepasv,copaairlines,205,2020-06-17 10:55:09,2020-06-17 11:25:21
483,unidadvenezuela,asambleave,206,2020-06-17 10:55:14,2020-06-17 11:25:21
484,unidadvenezuela,mrree_uruguay,206,2020-06-17 10:55:14,2020-06-17 11:25:21
485,unidadvenezuela,ernesto_talvi,206,2020-06-17 10:55:14,2020-06-17 11:25:21
486,darioe_nunes,drdanielgollan,207,2020-06-17 10:55:27,2020-06-17 11:25:21
487,acebnacional,kathyg0429,208,2020-06-17 10:55:33,2020-06-17 11:25:21
488,acebnacional,marcio_monzane,208,2020-06-17 10:55:33,2020-06-17 11:25:21
489,acebnacional,uniglobalunion,208,2020-06-17 10:55:33,2020-06-17 11:25:21
490,acebnacional,uni_women,208,2020-06-17 10:55:33,2020-06-17 11:25:21
491,ml_ayuda,nnccff27,209,2020-06-17 10:55:46,2020-06-17 11:25:21
492,ml_ayuda,ml_uruguay,209,2020-06-17 10:55:46,2020-06-17 11:25:21
493,sebasagus,laurentlazard1,210,2020-06-17 10:55:58,2020-06-17 11:25:21
494,ghiettitarallo,leonard65622065,211,2020-06-17 10:56:05,2020-06-17 11:25:21
495,ghiettitarallo,alberto30489505,211,2020-06-17 10:56:05,2020-06-17 11:25:21
496,ghiettitarallo,igalvar71,211,2020-06-17 10:56:05,2020-06-17 11:25:21
497,paolamaeso,bugabea,212,2020-06-17 10:56:06,2020-06-17 11:25:21
498,paolamaeso,hdabogados,212,2020-06-17 10:56:06,2020-06-17 11:25:21
499,claudiacampossv,copaairlines,213,2020-06-17 10:56:11,2020-06-17 11:25:21
500,msilvia30mg,radiosarandi690,214,2020-06-17 10:56:12,2020-06-17 11:25:21
501,msilvia30mg,bancosantander,214,2020-06-17 10:56:12,2020-06-17 11:25:21
502,msilvia30mg,mec_uruguay,214,2020-06-17 10:56:12,2020-06-17 11:25:21
503,msilvia30mg,ladiaria,214,2020-06-17 10:56:12,2020-06-17 11:25:21
504,msilvia30mg,observadoruy,214,2020-06-17 10:56:12,2020-06-17 11:25:21
505,msilvia30mg,elpaisuy,214,2020-06-17 10:56:12,2020-06-17 11:25:21
506,_vallenue,pabloiglesias,215,2020-06-17 10:56:15,2020-06-17 11:25:21
507,_vallenue,naciondigital2,215,2020-06-17 10:56:15,2020-06-17 11:25:21
508,agustinlavanca,relope_c18,216,2020-06-17 10:56:38,2020-06-17 11:25:21
509,michael08257540,ivanduque,217,2020-06-17 10:56:45,2020-06-17 11:25:21
510,michael08257540,alvarouribevel,217,2020-06-17 10:56:45,2020-06-17 11:25:21
511,victore59883726,carbajalsebas,218,2020-06-17 10:56:49,2020-06-17 11:25:21
512,tipografoel,tomyarg,218,2020-06-17 10:56:49,2020-06-17 11:25:21
513,tipografoel,osplo,218,2020-06-17 10:56:49,2020-06-17 11:25:21
514,tipografoel,tomaspueyo,218,2020-06-17 10:56:49,2020-06-17 11:25:21
515,espinolaneco,msaludpy,219,2020-06-17 10:56:53,2020-06-17 11:25:21
516,espinolaneco,elrolfi_py,219,2020-06-17 10:56:53,2020-06-17 11:25:21
517,espinolaneco,nanduti,219,2020-06-17 10:56:53,2020-06-17 11:25:21
518,espinolaneco,liliansamaniego,219,2020-06-17 10:56:53,2020-06-17 11:25:21
519,solangedelema1,cfe_anep,220,2020-06-17 10:57:02,2020-06-17 11:25:21
520,solangedelema1,oeiuruguay,220,2020-06-17 10:57:02,2020-06-17 11:25:21
521,solangedelema1,utu_uruguay,220,2020-06-17 10:57:02,2020-06-17 11:25:21
522,solangedelema1,ces_uruguay,220,2020-06-17 10:57:02,2020-06-17 11:25:21
523,vaaranpa,wto,221,2020-06-17 10:57:05,2020-06-17 11:25:21
524,vaaranpa,ustraderep,221,2020-06-17 10:57:05,2020-06-17 11:25:21
525,vaaranpa,bbaschuk,221,2020-06-17 10:57:05,2020-06-17 11:25:21
526,vaaranpa,jendeben,221,2020-06-17 10:57:05,2020-06-17 11:25:21
527,vaaranpa,trussliz,221,2020-06-17 10:57:05,2020-06-17 11:25:21
528,sebaas_ms,mvotma_uruguay,222,2020-06-17 10:57:11,2020-06-17 11:25:21
529,sebaas_ms,irenemoreirauy,222,2020-06-17 10:57:11,2020-06-17 11:25:21
530,_no_teimporta,sorrudeternalpa,223,2020-06-17 10:57:24,2020-06-17 11:25:21
